,model,img_path,target,model_answ,question,is_num
339,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
340,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
341,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
342,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
343,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
344,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
346,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
347,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_35.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
348,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
349,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
350,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
351,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
352,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
353,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
354,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
355,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
357,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
358,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
359,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_36.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
360,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
361,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
362,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
363,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
364,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
365,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
366,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
367,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
368,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
369,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
370,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
371,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_37.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
372,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
373,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
374,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
375,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
376,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
377,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
378,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
379,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
381,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
382,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
383,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_38.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
384,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
385,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
386,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
387,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
388,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
389,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
390,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
391,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
394,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
395,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_39.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
396,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,3,How much do you think that the image is related to a CAT?,1
397,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
398,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
399,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
400,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
401,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
402,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
403,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
405,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
406,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
407,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_4.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
408,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
409,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
410,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
412,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,100,How much do you think that the image is related to a CAT?,1
413,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
414,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
415,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
417,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
418,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
419,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_40.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
420,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
421,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
422,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
423,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
424,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
425,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
426,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
427,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
430,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
431,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_41.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
432,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
433,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
434,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
435,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
436,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
437,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
438,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
439,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
441,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
442,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
443,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_42.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
444,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
445,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
446,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
447,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
448,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
449,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
450,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
451,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
454,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
455,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_43.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
456,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
457,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
458,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
459,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
460,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
461,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
462,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
463,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
465,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
466,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
467,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_44.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
468,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
469,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
470,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
471,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
472,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
473,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
474,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
475,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
477,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
478,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
479,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_45.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
480,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
481,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
482,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
483,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
484,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
485,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
486,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
487,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
489,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
490,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
491,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_46.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
492,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
493,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
494,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
495,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
496,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
497,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
498,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
499,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
501,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
502,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
503,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_47.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
504,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
505,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
506,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
508,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
509,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,5,How much do you think that the image is related to a CAT?,1
510,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
511,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
513,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
514,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
515,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_48.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
516,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
517,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
518,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
519,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
520,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
521,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
522,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
523,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,2,How much do you think that the image is related to a CAT?,1
525,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
526,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
527,gemma3:27b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_49.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
528,gemma3:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,1,How much do you think that the image is related to a CAT?,1
529,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
530,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
532,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
533,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,10,How much do you think that the image is related to a CAT?,1
534,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
535,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
536,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
537,gemma3:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
538,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\dog_attributes\bone\bone_5.jpg,DOG,0,How much do you think that the image is related to a CAT?,1
