,model,img_path,target,model_answ,question,is_num
1134,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1135,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1136,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a CAT?,1
1137,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1138,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1139,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_184\cat_and_dog_184_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1140,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1141,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1142,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1143,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1144,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1145,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1146,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1147,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1150,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1151,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_185\cat_and_dog_185_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1152,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1153,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1154,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1155,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1156,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1157,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1158,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a CAT?,1
1159,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1160,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a CAT?,1
1161,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1162,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1163,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_186\cat_and_dog_186_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1164,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,15,How much do you think that the image is related to a CAT?,1
1165,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1166,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1167,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1168,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1169,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1170,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1171,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1174,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1175,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_187\cat_and_dog_187_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1176,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1177,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1178,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1179,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1180,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1181,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1182,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1183,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1185,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1186,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1187,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_188\cat_and_dog_188_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1188,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,40,How much do you think that the image is related to a CAT?,1
1189,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1190,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a CAT?,1
1191,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1192,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1193,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a CAT?,1
1194,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a CAT?,1
1195,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,55,How much do you think that the image is related to a CAT?,1
1196,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,95,How much do you think that the image is related to a CAT?,1
1197,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1198,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1199,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_189\cat_and_dog_189_bone.jpg,CAT AND DOG,65,How much do you think that the image is related to a CAT?,1
1200,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1201,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1202,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1203,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1204,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1205,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1206,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1207,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,45,How much do you think that the image is related to a CAT?,1
1208,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1209,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a CAT?,1
1210,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1211,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_19\cat_and_dog_19_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1212,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1213,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1214,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1215,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1216,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1217,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1218,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1219,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1221,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1222,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1223,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_190\cat_and_dog_190_bone.jpg,CAT AND DOG,40,How much do you think that the image is related to a CAT?,1
1224,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,25,How much do you think that the image is related to a CAT?,1
1225,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1226,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,20,How much do you think that the image is related to a CAT?,1
1227,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1228,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1229,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,35,How much do you think that the image is related to a CAT?,1
1230,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1231,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1233,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,10,How much do you think that the image is related to a CAT?,1
1234,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1235,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_191\cat_and_dog_191_bone.jpg,CAT AND DOG,30,How much do you think that the image is related to a CAT?,1
1236,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,65,How much do you think that the image is related to a CAT?,1
1237,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,80,How much do you think that the image is related to a CAT?,1
1238,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a CAT?,1
1239,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1240,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1241,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a CAT?,1
1242,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1243,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1244,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a CAT?,1
1245,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1246,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1247,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_192\cat_and_dog_192_bone.jpg,CAT AND DOG,90,How much do you think that the image is related to a CAT?,1
1248,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1249,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1250,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1251,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1252,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1253,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,85,How much do you think that the image is related to a CAT?,1
1254,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1255,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1256,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a CAT?,1
1257,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1258,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,0,How much do you think that the image is related to a CAT?,1
1259,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_193\cat_and_dog_193_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1260,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,45,How much do you think that the image is related to a CAT?,1
1261,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1262,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1263,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,70,How much do you think that the image is related to a CAT?,1
1264,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,75,How much do you think that the image is related to a CAT?,1
1265,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,40,How much do you think that the image is related to a CAT?,1
1266,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,50,How much do you think that the image is related to a CAT?,1
1267,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,45,How much do you think that the image is related to a CAT?,1
1268,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,52,How much do you think that the image is related to a CAT?,1
1269,gemma3:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1270,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,1,How much do you think that the image is related to a CAT?,1
1271,gemma3:27b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_194\cat_and_dog_194_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
1272,gemma3:12b,C:\Users\Admin\Diplom\target_dt\FLUX\manipulated_pairs\cat_and_dog_195\cat_and_dog_195_bone.jpg,CAT AND DOG,60,How much do you think that the image is related to a CAT?,1
