,model,img_path,target,model_answ,question,is_num,attr_num
514,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_47.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,47
515,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_47.jpg,CAT,30,How much do you think that the image is related to a CAT?,1,47
516,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
517,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
518,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
519,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
520,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
521,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
522,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
523,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,48
524,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
526,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,48
527,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_48.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,48
528,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,49
529,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
530,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
531,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
532,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
533,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
534,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
535,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,49
536,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
537,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
538,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,49
539,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_49.jpg,CAT,60,How much do you think that the image is related to a CAT?,1,49
540,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,5
541,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
542,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
543,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
544,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,5
545,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
546,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
547,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,5
548,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
549,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
550,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,5
551,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_5.jpg,CAT,60,How much do you think that the image is related to a CAT?,1,5
552,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,5,How much do you think that the image is related to a CAT?,1,50
553,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
554,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
555,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
556,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,5,How much do you think that the image is related to a CAT?,1,50
557,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
558,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
559,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,50
560,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
562,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,50
563,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_50.jpg,CAT,30,How much do you think that the image is related to a CAT?,1,50
672,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,6
673,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
674,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
675,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
676,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,20,How much do you think that the image is related to a CAT?,1,6
677,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
678,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
679,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,6
682,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,6
683,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_6.jpg,CAT,60,How much do you think that the image is related to a CAT?,1,6
804,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
805,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
806,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
807,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
808,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,7
809,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
810,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
811,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,7
812,internlm/interns1:mini,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
813,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
814,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,7
815,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_7.jpg,CAT,60,How much do you think that the image is related to a CAT?,1,7
936,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
937,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
938,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
939,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
940,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,8
941,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
942,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
943,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,8
945,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
946,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,8
947,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_8.jpg,CAT,20,How much do you think that the image is related to a CAT?,1,8
1068,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1069,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1070,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1071,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1072,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1073,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1074,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1075,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,9
1078,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,9
1079,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\milk\milk_9.jpg,CAT,60,How much do you think that the image is related to a CAT?,1,9
1200,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1201,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1202,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,1
1203,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1204,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1205,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1206,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1207,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,1
1210,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,1
1211,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_1.jpg,CAT,90,How much do you think that the image is related to a CAT?,1,1
1212,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1213,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1214,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,10
1215,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1216,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1217,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1218,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1219,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,5,How much do you think that the image is related to a CAT?,1,10
1222,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,10
1223,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_10.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,10
1344,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1345,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1346,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,11
1347,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1348,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1349,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1350,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1351,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,11
1353,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1354,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1355,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_11.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,11
1476,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1477,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1478,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,12
1479,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1480,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1481,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1482,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1483,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,2,How much do you think that the image is related to a CAT?,1,12
1485,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1486,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,12
1487,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_12.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,12
1488,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1489,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1490,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1491,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1492,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1493,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1494,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1495,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,13
1497,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1498,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1499,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_13.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,13
1500,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,14
1501,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1502,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,1,How much do you think that the image is related to a CAT?,1,14
1503,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1504,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1505,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1506,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1507,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,2,How much do you think that the image is related to a CAT?,1,14
1510,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1511,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_14.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,14
1512,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1513,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1514,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,15
1515,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1516,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1517,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1518,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1519,ebdm/gemma3-enhanced:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,5,How much do you think that the image is related to a CAT?,1,15
1521,gemma3:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1522,llama3.2-vision:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1523,gemma3:27b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_15.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,15
1524,gemma3:12b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
1525,mistral-small3.1:latest,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
1526,qwen2.5vl:7b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,10,How much do you think that the image is related to a CAT?,1,16
1527,mistral-small3.2:24b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
1528,qwen3-vl:32b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
1529,qwen3-vl:30b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
1530,blaifa/InternVL3_5:8b,C:\Users\Admin\Diplom\target_dt\cat_attributes\mouse\mouse_16.jpg,CAT,0,How much do you think that the image is related to a CAT?,1,16
